source,target,weight,shared_episode_count,association_strength,display_width
Jessica Swanlake,Leni Pökler,0.02083,1,0.13484,0.1142
Jessica Swanlake,Walter Asch,0.02083,1,0.30151,0.1142
Leni Pökler,Reverend Paul de la Nuit,0.02083,1,0.2582,0.1142
Leni Pökler,Walter Asch,0.02083,1,0.44721,0.1142
Nora Dodson-Truck,Weissmann / Blicero,0.02083,1,0.12309,0.1142
Reverend Paul de la Nuit,Weissmann / Blicero,0.02083,1,0.12309,0.1142
Walter Asch,Weissmann / Blicero,0.02083,1,0.2132,0.1142
Broderick Slothrop,Ludwig,0.02083,1,0.18257,0.1142
Emil Säure Bummer,Ludwig,0.02083,1,0.12309,0.1142
Ludwig,Margherita Erdmann,0.02083,1,0.1291,0.1142
Géza Rózsavölgyi,Nora Dodson-Truck,0.02083,1,0.2582,0.1142
Géza Rózsavölgyi,Osbie Feel,0.02083,1,0.2,0.1142
Jerome / Jeremy,Nora Dodson-Truck,0.02083,1,0.21822,0.1142
Jerome / Jeremy,Osbie Feel,0.02083,1,0.16903,0.1142
Jessica Swanlake,Osbie Feel,0.02083,1,0.13484,0.1142
Milton Gloaming,Nora Dodson-Truck,0.02083,1,0.28868,0.1142
Milton Gloaming,Osbie Feel,0.02083,1,0.22361,0.1142
Ned Pointsman,Nora Dodson-Truck,0.02083,1,0.1291,0.1142
Nora Dodson-Truck,Osbie Feel,0.02083,1,0.2582,0.1142
Nora Dodson-Truck,Pirate Prentice,0.02083,1,0.13608,0.1142
Enzian,William Slothrop,0.02074,2,0.20851,0.114
Gustav,William Slothrop,0.02074,2,0.44721,0.114
Magda,William Slothrop,0.02074,2,0.57735,0.114
Seaman Bodine,William Slothrop,0.02074,2,0.33333,0.114
Enzian,Glimpf,0.02044,2,0.29488,0.1131
Geli Tripping,Glimpf,0.02044,2,0.5,0.1131
Glimpf,Lyle Bland,0.02044,2,0.53452,0.1131
Glimpf,Tchitcherine,0.02044,2,0.33333,0.1131
Clive Mossmoon,Gottfried,0.02041,1,0.13363,0.113
Ernest Pudding,Gottfried,0.02041,1,0.11952,0.113
Gottfried,Stephen Dodson-Truck,0.02041,1,0.1543,0.113
Myron Grunton,Stephen Dodson-Truck,0.02041,1,0.18257,0.113
Greta Erdmann,Pirate Prentice,0.02037,2,0.13608,0.113
Andre Omnopon,Gerhardt von Göll,0.0202,1,0.15811,0.1125
Andre Omnopon,Gottfried,0.0202,1,0.26726,0.1125
Andre Omnopon,Hogan,0.0202,1,0.26726,0.1125
Andre Omnopon,Laszlo Jamf,0.0202,1,0.15076,0.1125
Andre Omnopon,Ludwig,0.0202,1,0.28868,0.1125
Andre Omnopon,Magda,0.0202,1,0.40825,0.1125
Andre Omnopon,Max Schlepzig,0.0202,1,0.2132,0.1125
Andre Omnopon,Mindy Bloth,0.0202,1,0.70711,0.1125
Andre Omnopon,Richard M. Zhlubb,0.0202,1,0.70711,0.1125
Andre Omnopon,Steve Edelman,0.0202,1,0.5,0.1125
Andre Omnopon,Thanatz,0.0202,1,0.20412,0.1125
Andre Omnopon,Weissmann / Blicero,0.0202,1,0.15076,0.1125
Gerhardt von Göll,Hogan,0.0202,1,0.08452,0.1125
Gottfried,Hogan,0.0202,1,0.14286,0.1125
Gustav,Hogan,0.0202,1,0.16903,0.1125
Hogan,Ludwig,0.0202,1,0.1543,0.1125
Hogan,Magda,0.0202,1,0.21822,0.1125
Hogan,Mindy Bloth,0.0202,1,0.37796,0.1125
Hogan,Richard M. Zhlubb,0.0202,1,0.37796,0.1125
Hogan,Steve Edelman,0.0202,1,0.26726,0.1125
Hogan,Thanatz,0.0202,1,0.10911,0.1125
Laszlo Jamf,Mindy Bloth,0.0202,1,0.2132,0.1125
Laszlo Jamf,Richard M. Zhlubb,0.0202,1,0.2132,0.1125
Laszlo Jamf,Steve Edelman,0.0202,1,0.15076,0.1125
Max Schlepzig,Mindy Bloth,0.0202,1,0.30151,0.1125
Max Schlepzig,Richard M. Zhlubb,0.0202,1,0.30151,0.1125
Allen Lamplighter,Ernest Pudding,0.02,1,0.18257,0.1119
Allen Lamplighter,Laszlo Jamf,0.02,1,0.12309,0.1119
Dromond,Ernest Pudding,0.02,1,0.22361,0.1119
Dromond,Laszlo Jamf,0.02,1,0.15076,0.1119
Geli Tripping,Zhdaev,0.02,1,0.25,0.1119
Mitchell Prettyplace,Myron Grunton,0.01996,2,0.63246,0.1118
Mitchell Prettyplace,Webley Silvernail,0.01996,2,0.57735,0.1118
Mitchell Prettyplace,Weissmann / Blicero,0.01996,2,0.30151,0.1118
Roger Mexico,Stephen Dodson-Truck,0.01995,2,0.19245,0.1118
Broderick Slothrop,Enzian,0.01992,2,0.1865,0.1117
Broderick Slothrop,Geli Tripping,0.01992,2,0.31623,0.1117
Broderick Slothrop,Laszlo Jamf,0.01992,2,0.19069,0.1117
Enzian,Hogan,0.0199,2,0.15762,0.1116
Max Schlepzig,Ned Pointsman,0.0199,2,0.13484,0.1116
Emil Säure Bummer,Kurt Mondaugen,0.01969,2,0.26968,0.1111
Greta Erdmann,Kurt Mondaugen,0.01969,2,0.2582,0.1111
Allen Lamplighter,Darlene,0.01961,1,0.28868,0.1108
Allen Lamplighter,Milton Gloaming,0.01961,1,0.28868,0.1108
Allen Lamplighter,Pavel,0.01961,1,0.28868,0.1108
Allen Lamplighter,Thanatz,0.01961,1,0.16667,0.1108
Carroll Eventyr,Darlene,0.01961,1,0.20412,0.1108
Carroll Eventyr,Pavel,0.01961,1,0.20412,0.1108
Carroll Eventyr,Thanatz,0.01961,1,0.11785,0.1108
Darlene,Dr. Kevin Spectro,0.01961,1,0.25,0.1108
Darlene,Dromond,0.01961,1,0.35355,0.1108
Darlene,Milton Gloaming,0.01961,1,0.25,0.1108
Darlene,Pavel,0.01961,1,0.25,0.1108
Darlene,Thanatz,0.01961,1,0.14434,0.1108
Darlene,Thomas Gwenhidwy,0.01961,1,0.22361,0.1108
Dr. Kevin Spectro,Milton Gloaming,0.01961,1,0.25,0.1108
Dr. Kevin Spectro,Pavel,0.01961,1,0.25,0.1108
Dr. Kevin Spectro,Thanatz,0.01961,1,0.14434,0.1108
Dromond,Milton Gloaming,0.01961,1,0.35355,0.1108
Dromond,Pavel,0.01961,1,0.35355,0.1108
Dromond,Thanatz,0.01961,1,0.20412,0.1108
Milton Gloaming,Pavel,0.01961,1,0.25,0.1108
Milton Gloaming,Thanatz,0.01961,1,0.14434,0.1108
Pavel,Roger Mexico,0.01961,1,0.11785,0.1108
Pavel,Thomas Gwenhidwy,0.01961,1,0.22361,0.1108
Thanatz,Thomas Gwenhidwy,0.01961,1,0.1291,0.1108
Andre Omnopon,Ned Pointsman,0.01953,2,0.31623,0.1106
Gustav,Ned Pointsman,0.01953,2,0.2,0.1106
Clive Mossmoon,Frans van der Groov,0.01923,1,0.20412,0.1097
Clive Mossmoon,Sammy Hilbert-Spaess,0.01923,1,0.25,0.1097
Frans van der Groov,Sammy Hilbert-Spaess,0.01923,1,0.40825,0.1097
Frans van der Groov,Stephen Dodson-Truck,0.01923,1,0.2357,0.1097
Gerhardt von Göll,Sammy Hilbert-Spaess,0.01923,1,0.15811,0.1097
Gerhardt von Göll,Stephen Dodson-Truck,0.01923,1,0.09129,0.1097
Emil Säure Bummer,Horst Achtfaden,0.01917,2,0.26968,0.1096
Horst Achtfaden,Pirate Prentice,0.01917,2,0.21082,0.1096
Emil Säure Bummer,Sandra,0.01887,2,0.4264,0.1087
Austin Quoad,Whappo,0.01887,1,0.70711,0.1087
Darlene,Whappo,0.01887,1,0.35355,0.1087
Quoad,Whappo,0.01887,1,0.5,0.1087
Andre Omnopon,Carroll Eventyr,0.01887,1,0.28868,0.1087
Andre Omnopon,Clive Mossmoon,0.01887,1,0.25,0.1087
Andre Omnopon,Thomas Gwenhidwy,0.01887,1,0.31623,0.1087
Carroll Eventyr,Ernest Pudding,0.01887,1,0.1291,0.1087
Carroll Eventyr,Gustav,0.01887,1,0.18257,0.1087
Carroll Eventyr,Krupp,0.01887,1,0.1543,0.1087
Carroll Eventyr,Seaman Bodine,0.01887,1,0.13608,0.1087
Clive Mossmoon,Gustav,0.01887,1,0.15811,0.1087
Clive Mossmoon,Krupp,0.01887,1,0.13363,0.1087
Clive Mossmoon,Seaman Bodine,0.01887,1,0.11785,0.1087
Gustav,Thomas Gwenhidwy,0.01887,1,0.2,0.1087
Krupp,Thomas Gwenhidwy,0.01887,1,0.16903,0.1087
Seaman Bodine,Thomas Gwenhidwy,0.01887,1,0.14907,0.1087
Blodgett Waxwing,Enzian,0.01873,2,0.15762,0.1083
Ernest Pudding,Milton Gloaming,0.01871,2,0.31623,0.1082
Laszlo Jamf,Milton Gloaming,0.01871,2,0.2132,0.1082
Enzian,Myron Grunton,0.01818,1,0.09325,0.1067
Gerhardt von Göll,Myron Grunton,0.01818,1,0.1,0.1067
Myron Grunton,Osbie Feel,0.01818,1,0.2,0.1067
Carroll Eventyr,Tantivy Mucker-Maffick,0.01818,1,0.13608,0.1067
Leni Pökler,Tantivy Mucker-Maffick,0.01818,1,0.14907,0.1067
Nora Dodson-Truck,Tantivy Mucker-Maffick,0.01818,1,0.19245,0.1067
Sammy Hilbert-Spaess,Tantivy Mucker-Maffick,0.01818,1,0.2357,0.1067
Stephen Dodson-Truck,Tantivy Mucker-Maffick,0.01818,1,0.13608,0.1067
Carroll Eventyr,Hilary Bounce,0.01818,1,0.2357,0.1067
Carroll Eventyr,Michele,0.01818,1,0.28868,0.1067
Hilary Bounce,Pirate Prentice,0.01818,1,0.13608,0.1067
Hilary Bounce,Stephen Dodson-Truck,0.01818,1,0.2357,0.1067
Michele,Pirate Prentice,0.01818,1,0.16667,0.1067
Michele,Stephen Dodson-Truck,0.01818,1,0.28868,0.1067
Roland,Stephen Dodson-Truck,0.01818,1,0.20412,0.1067
Blodgett Waxwing,Hogan,0.01793,2,0.28571,0.106
Blodgett Waxwing,Vaslav,0.01786,1,0.21822,0.1057
Geli Tripping,Vaslav,0.01786,1,0.20412,0.1057
Katje Borgesius,Vaslav,0.01786,1,0.13245,0.1057
Lyle Bland,Vaslav,0.01786,1,0.21822,0.1057
Marvy,Vaslav,0.01786,1,0.16667,0.1057
Emil Säure Bummer,Geli Tripping,0.01766,2,0.2132,0.1052
Ghislaine,Hogan,0.0173,2,0.53452,0.1041
Blodgett Waxwing,Ned Pointsman,0.01675,2,0.16903,0.1024
Blodgett Waxwing,Teddy Bloat,0.01626,1,0.12599,0.1009
Hilary Bounce,Teddy Bloat,0.01626,1,0.19245,0.1009
Jenny (2.07 scene),Katje Borgesius,0.01626,1,0.22942,0.1009
Jenny (2.07 scene),Teddy Bloat,0.01626,1,0.33333,0.1009
Katje Borgesius,Semyavin,0.01626,1,0.22942,0.1009
Katje Borgesius,Villard Dumpster,0.01626,1,0.16222,0.1009
Mario Schweitar,Teddy Bloat,0.01626,1,0.2357,0.1009
Semyavin,Teddy Bloat,0.01626,1,0.33333,0.1009
Teddy Bloat,Villard Dumpster,0.01626,1,0.2357,0.1009
Ned Pointsman,Roland,0.01613,1,0.1118,0.1005
Generaldirektor Smaragd,Krupp,0.01587,1,0.26726,0.0997
Ilse Pökler,Krupp,0.01587,1,0.21822,0.0997
Ilse Pökler,Max Schlepzig,0.01587,1,0.17408,0.0997
Krupp,Kurt Mondaugen,0.01587,1,0.16903,0.0997
Krupp,Max Schlepzig,0.01587,1,0.11396,0.0997
Krupp,Peter Sachsa,0.01587,1,0.13363,0.0997
Krupp,Richard Hirsch,0.01587,1,0.37796,0.0997
Kurt Mondaugen,Max Schlepzig,0.01587,1,0.13484,0.0997
Leni Pökler,Max Schlepzig,0.01587,1,0.13484,0.0997
Max Schlepzig,Peter Sachsa,0.01587,1,0.1066,0.0997
Max Schlepzig,Richard Hirsch,0.01587,1,0.30151,0.0997
Emil Säure Bummer,Ned Pointsman,0.0158,2,0.13484,0.0995
Krupp,Ned Pointsman,0.0158,2,0.16903,0.0995
Otto,Webley Silvernail,0.01575,1,0.2357,0.0993
Pavel,Webley Silvernail,0.01575,1,0.20412,0.0993
Procalowski,Webley Silvernail,0.01575,1,0.2357,0.0993
Chiclitz,Greta Erdmann,0.01562,1,0.16667,0.0989
Chiclitz,Ludwig,0.01562,1,0.2357,0.0989
Chiclitz,Thanatz,0.01562,1,0.16667,0.0989
Marvy,Thanatz,0.01562,1,0.08333,0.0989
Andreas Orukambe,Max Schlepzig,0.01515,1,0.1066,0.0974
Andreas Orukambe,Steve Edelman,0.01515,1,0.25,0.0974
Joseph Ombindi,Max Schlepzig,0.01515,1,0.15076,0.0974
Joseph Ombindi,Steve Edelman,0.01515,1,0.35355,0.0974
Marvy,Steve Edelman,0.01515,1,0.20412,0.0974
Steve Edelman,Tchitcherine,0.01515,1,0.16667,0.0974
Frau Gnahb,Greta Erdmann,0.01507,2,0.2582,0.0971
Frau Gnahb,Thanatz,0.01507,2,0.2582,0.0971
Greta Erdmann,Otto,0.01507,2,0.33333,0.0971
Otto,Thanatz,0.01507,2,0.33333,0.0971
Ernest Pudding,Osbie Feel,0.01482,2,0.28284,0.0963
Hogan,Mrs. Elizabeth Slothrop,0.01471,1,0.26726,0.096
Marjorie,Mrs. Elizabeth Slothrop,0.01471,1,0.5,0.096
Mrs. Elizabeth Slothrop,Pirate Prentice,0.01471,1,0.16667,0.096
Mrs. Elizabeth Slothrop,Tantivy Mucker-Maffick,0.01471,1,0.2357,0.096
Mrs. Elizabeth Slothrop,Tyrone Slothrop,0.01471,1,0.10426,0.096
Mrs. Elizabeth Slothrop,William Slothrop,0.01471,1,0.35355,0.096
Alfonso Tracy,Bert Fibel,0.01471,1,0.40825,0.096
Alfonso Tracy,Gerhardt von Göll,0.01471,1,0.15811,0.096
Alfonso Tracy,Kurt Mondaugen,0.01471,1,0.31623,0.096
Alfonso Tracy,Sir Marcus Scammony,0.01471,1,0.5,0.096
Bert Fibel,Gerhardt von Göll,0.01471,1,0.1291,0.096
Bert Fibel,Laszlo Jamf,0.01471,1,0.12309,0.096
Bert Fibel,Lyle Bland,0.01471,1,0.21822,0.096
Bert Fibel,Peter Sachsa,0.01471,1,0.20412,0.096
Bert Fibel,Sir Marcus Scammony,0.01471,1,0.40825,0.096
Bert Fibel,Tantivy Mucker-Maffick,0.01471,1,0.19245,0.096
Franz Pökler,Sir Marcus Scammony,0.01471,1,0.2357,0.096
Franz Pökler,Tantivy Mucker-Maffick,0.01471,1,0.11111,0.096
Gerhardt von Göll,Tantivy Mucker-Maffick,0.01471,1,0.07454,0.096
Horst Achtfaden,Laszlo Jamf,0.01471,1,0.09535,0.096
Horst Achtfaden,Peter Sachsa,0.01471,1,0.15811,0.096
Horst Achtfaden,Sir Marcus Scammony,0.01471,1,0.31623,0.096
Horst Achtfaden,Tantivy Mucker-Maffick,0.01471,1,0.14907,0.096
Kurt Mondaugen,Lyle Bland,0.01471,1,0.16903,0.096
Kurt Mondaugen,Sir Marcus Scammony,0.01471,1,0.31623,0.096
Kurt Mondaugen,Tantivy Mucker-Maffick,0.01471,1,0.14907,0.096
Laszlo Jamf,Sir Marcus Scammony,0.01471,1,0.15076,0.096
Lyle Bland,Peter Sachsa,0.01471,1,0.13363,0.096
Lyle Bland,Sir Marcus Scammony,0.01471,1,0.26726,0.096
Peter Sachsa,Sir Marcus Scammony,0.01471,1,0.25,0.096
Sir Marcus Scammony,Tantivy Mucker-Maffick,0.01471,1,0.2357,0.096
Ghislaine,Ned Pointsman,0.0146,1,0.15811,0.0956
Jewel,Ned Pointsman,0.0146,1,0.22361,0.0956
Jerome / Jeremy,Lyle Bland,0.01389,1,0.14286,0.0933
Jerome / Jeremy,Stephen Dodson-Truck,0.01389,1,0.1543,0.0933
Jessica Swanlake,Lyle Bland,0.01389,1,0.11396,0.0933
Jessica Swanlake,Stephen Dodson-Truck,0.01389,1,0.12309,0.0933
Lyle Bland,Milton Gloaming,0.01389,1,0.18898,0.0933
Lyle Bland,Nora Dodson-Truck,0.01389,1,0.21822,0.0933
Lyle Bland,Osbie Feel,0.01389,1,0.16903,0.0933
Lyle Bland,Pirate Prentice,0.01389,1,0.08909,0.0933
Lyle Bland,Roger Mexico,0.01389,1,0.08909,0.0933
Lyle Bland,Stephen Dodson-Truck,0.01389,1,0.1543,0.0933
Milton Gloaming,Stephen Dodson-Truck,0.01389,1,0.20412,0.0933
Osbie Feel,Stephen Dodson-Truck,0.01389,1,0.18257,0.0933
Emil Säure Bummer,G. M. B. Haftung,0.01386,2,0.4264,0.0932
Emil Säure Bummer,Otto,0.01386,2,0.34816,0.0932
Emil Säure Bummer,Zhdaev,0.01386,2,0.4264,0.0932
Enzian,Fritz (Pig-Hero assistant),0.01351,1,0.20851,0.092
Enzian,Roland,0.01351,1,0.10426,0.092
Fritz (Pig-Hero assistant),Greta Erdmann,0.01351,1,0.28868,0.092
Fritz (Pig-Hero assistant),Peter Sachsa,0.01351,1,0.35355,0.092
Greta Erdmann,Ilse Pökler,0.01351,1,0.16667,0.092
Greta Erdmann,Roland,0.01351,1,0.14434,0.092
Enzian,G. M. B. Haftung,0.01333,1,0.14744,0.0914
Enzian,Zhdaev,0.01333,1,0.14744,0.0914
Frau Gnahb,Margherita Erdmann,0.01333,1,0.14142,0.0914
G. M. B. Haftung,Margherita Erdmann,0.01333,1,0.22361,0.0914
Margherita Erdmann,Otto,0.01333,1,0.18257,0.0914
Margherita Erdmann,Zhdaev,0.01333,1,0.22361,0.0914
Dr. Kevin Spectro,Jerome / Jeremy,0.01316,1,0.18898,0.0908
Gottfried,Joseph Ombindi,0.01316,1,0.18898,0.0908
Gottfried,Maria (Christian's sister),0.01316,1,0.21822,0.0908
Gottfried,Peter Sachsa,0.01316,1,0.13363,0.0908
Gottfried,Procalowski,0.01316,1,0.21822,0.0908
Greta Erdmann,Joseph Ombindi,0.01316,1,0.14434,0.0908
Joseph Ombindi,Margherita Erdmann,0.01316,1,0.15811,0.0908
Joseph Ombindi,Peter Sachsa,0.01316,1,0.17678,0.0908
Joseph Ombindi,Procalowski,0.01316,1,0.28868,0.0908
Joseph Ombindi,Thanatz,0.01316,1,0.14434,0.0908
Joseph Ombindi,Tyrone Slothrop,0.01316,1,0.07372,0.0908
Margherita Erdmann,Maria (Christian's sister),0.01316,1,0.18257,0.0908
Margherita Erdmann,Peter Sachsa,0.01316,1,0.1118,0.0908
Maria (Christian's sister),Peter Sachsa,0.01316,1,0.20412,0.0908
Peter Sachsa,Procalowski,0.01316,1,0.20412,0.0908
Peter Sachsa,Thanatz,0.01316,1,0.10206,0.0908
Frau Gnahb,Marvy,0.01304,2,0.2582,0.0904
Clive Mossmoon,Peter Sachsa,0.01299,1,0.125,0.0902
Dr. Rollo Groast,Jerome / Jeremy,0.01299,1,0.1543,0.0902
Dr. Rollo Groast,Roland,0.01299,1,0.20412,0.0902
Jerome / Jeremy,Peter Sachsa,0.01299,1,0.13363,0.0902
Milton Gloaming,Peter Sachsa,0.01299,1,0.17678,0.0902
Peter Sachsa,Pirate Prentice,0.01299,1,0.08333,0.0902
Albert Krypton,Sandra,0.01274,1,0.70711,0.0893
"Birdbury, Pharmacist",Sandra,0.01274,1,0.70711,0.0893
Gerhardt von Göll,Sandra,0.01274,1,0.15811,0.0893
Manuela,Sandra,0.01274,1,0.70711,0.0893
Marvy,Sandra,0.01274,1,0.20412,0.0893
Ned Pointsman,Sandra,0.01274,1,0.15811,0.0893
Sandra,Spontoon,0.01274,1,0.70711,0.0893
Sandra,St. John Bladdery,0.01274,1,0.70711,0.0893
Bert Fibel,Broderick Slothrop,0.0125,1,0.2582,0.0885
Bert Fibel,Emil Säure Bummer,0.0125,1,0.17408,0.0885
Bert Fibel,Greta Erdmann,0.0125,1,0.16667,0.0885
Bert Fibel,Géza Rózsavölgyi,0.0125,1,0.2582,0.0885
Bert Fibel,Hogan,0.0125,1,0.21822,0.0885
Bert Fibel,Malcolm / Red (Roseland shoeshine boy),0.0125,1,0.40825,0.0885
Bert Fibel,Maximilian,0.0125,1,0.57735,0.0885
Bert Fibel,Myrtle,0.0125,1,0.57735,0.0885
Bert Fibel,Pirate Prentice,0.0125,1,0.13608,0.0885
Bert Fibel,Sandra,0.0125,1,0.40825,0.0885
Bert Fibel,Seaman Bodine,0.0125,1,0.19245,0.0885
Bert Fibel,Stephen Dodson-Truck,0.0125,1,0.2357,0.0885
Broderick Slothrop,Géza Rózsavölgyi,0.0125,1,0.2,0.0885
Broderick Slothrop,Kurt Mondaugen,0.0125,1,0.2,0.0885
Broderick Slothrop,Pirate Prentice,0.0125,1,0.10541,0.0885
Broderick Slothrop,Sandra,0.0125,1,0.31623,0.0885
Broderick Slothrop,Stephen Dodson-Truck,0.0125,1,0.18257,0.0885
Emil Säure Bummer,Hogan,0.0125,1,0.11396,0.0885
Emil Säure Bummer,Malcolm / Red (Roseland shoeshine boy),0.0125,1,0.2132,0.0885
Emil Säure Bummer,Maximilian,0.0125,1,0.30151,0.0885
Emil Säure Bummer,Myrtle,0.0125,1,0.30151,0.0885
Emil Säure Bummer,Stephen Dodson-Truck,0.0125,1,0.12309,0.0885
Emil Säure Bummer,Weissmann / Blicero,0.0125,1,0.06428,0.0885
Franz Pökler,Hogan,0.0125,1,0.12599,0.0885
Franz Pökler,Malcolm / Red (Roseland shoeshine boy),0.0125,1,0.2357,0.0885
Franz Pökler,Maximilian,0.0125,1,0.33333,0.0885
Franz Pökler,Myrtle,0.0125,1,0.33333,0.0885
Franz Pökler,Pirate Prentice,0.0125,1,0.07857,0.0885
Franz Pökler,Sandra,0.0125,1,0.2357,0.0885
Franz Pökler,Seaman Bodine,0.0125,1,0.11111,0.0885
Franz Pökler,Stephen Dodson-Truck,0.0125,1,0.13608,0.0885
Greta Erdmann,Géza Rózsavölgyi,0.0125,1,0.1291,0.0885
Greta Erdmann,Hogan,0.0125,1,0.10911,0.0885
Greta Erdmann,Horst Achtfaden,0.0125,1,0.1291,0.0885
Greta Erdmann,Malcolm / Red (Roseland shoeshine boy),0.0125,1,0.20412,0.0885
Greta Erdmann,Maximilian,0.0125,1,0.28868,0.0885
Greta Erdmann,Myrtle,0.0125,1,0.28868,0.0885
Greta Erdmann,Sandra,0.0125,1,0.20412,0.0885
Greta Erdmann,Stephen Dodson-Truck,0.0125,1,0.11785,0.0885
Géza Rózsavölgyi,Hogan,0.0125,1,0.16903,0.0885
Géza Rózsavölgyi,Horst Achtfaden,0.0125,1,0.2,0.0885
Géza Rózsavölgyi,Kurt Mondaugen,0.0125,1,0.2,0.0885
Géza Rózsavölgyi,Malcolm / Red (Roseland shoeshine boy),0.0125,1,0.31623,0.0885
Géza Rózsavölgyi,Maximilian,0.0125,1,0.44721,0.0885
Géza Rózsavölgyi,Myrtle,0.0125,1,0.44721,0.0885
Géza Rózsavölgyi,Sandra,0.0125,1,0.31623,0.0885
Géza Rózsavölgyi,Seaman Bodine,0.0125,1,0.14907,0.0885
Hogan,Kurt Mondaugen,0.0125,1,0.16903,0.0885
Hogan,Sandra,0.0125,1,0.26726,0.0885
Hogan,Stephen Dodson-Truck,0.0125,1,0.1543,0.0885
Horst Achtfaden,Sandra,0.0125,1,0.31623,0.0885
Horst Achtfaden,Stephen Dodson-Truck,0.0125,1,0.18257,0.0885
Kurt Mondaugen,Malcolm / Red (Roseland shoeshine boy),0.0125,1,0.31623,0.0885
Kurt Mondaugen,Maximilian,0.0125,1,0.44721,0.0885
Kurt Mondaugen,Myrtle,0.0125,1,0.44721,0.0885
Kurt Mondaugen,Pirate Prentice,0.0125,1,0.10541,0.0885
Kurt Mondaugen,Sandra,0.0125,1,0.31623,0.0885
Kurt Mondaugen,Seaman Bodine,0.0125,1,0.14907,0.0885
Kurt Mondaugen,Stephen Dodson-Truck,0.0125,1,0.18257,0.0885
Malcolm / Red (Roseland shoeshine boy),Pirate Prentice,0.0125,1,0.16667,0.0885
Malcolm / Red (Roseland shoeshine boy),Sandra,0.0125,1,0.5,0.0885
Malcolm / Red (Roseland shoeshine boy),Stephen Dodson-Truck,0.0125,1,0.28868,0.0885
Maximilian,Pirate Prentice,0.0125,1,0.2357,0.0885
Maximilian,Sandra,0.0125,1,0.70711,0.0885
Maximilian,Stephen Dodson-Truck,0.0125,1,0.40825,0.0885
Myrtle,Pirate Prentice,0.0125,1,0.2357,0.0885
Myrtle,Sandra,0.0125,1,0.70711,0.0885
Myrtle,Stephen Dodson-Truck,0.0125,1,0.40825,0.0885
Pirate Prentice,Sandra,0.0125,1,0.16667,0.0885
Sandra,Stephen Dodson-Truck,0.0125,1,0.28868,0.0885
Sandra,Weissmann / Blicero,0.0125,1,0.15076,0.0885
Seaman Bodine,Stephen Dodson-Truck,0.0125,1,0.13608,0.0885
Edwin Treacle,Milton Gloaming,0.01176,1,0.22361,0.0858
Edwin Treacle,Teddy Bloat,0.01176,1,0.14907,0.0858
Ernest Pudding,Teddy Bloat,0.01176,1,0.10541,0.0858
Laszlo Jamf,Myron Grunton,0.01176,1,0.09535,0.0858
Milton Gloaming,Myron Grunton,0.01176,1,0.22361,0.0858
Myron Grunton,Teddy Bloat,0.01176,1,0.14907,0.0858
Geli Tripping,Sigmund (Bad Karma companion),0.01176,1,0.25,0.0858
Gerhardt von Göll,Sigmund (Bad Karma companion),0.01176,1,0.15811,0.0858
Gottfried,Sigmund (Bad Karma companion),0.01176,1,0.26726,0.0858
Laszlo Jamf,Sigmund (Bad Karma companion),0.01176,1,0.15076,0.0858
Sigmund (Bad Karma companion),Weissmann / Blicero,0.01176,1,0.15076,0.0858
Katje Borgesius,Mickey Rooney,0.01099,1,0.16222,0.083
Broderick Slothrop,Gustav,0.01099,1,0.2,0.083
Broderick Slothrop,Magda,0.01099,1,0.2582,0.083
Enzian,Mickey Rooney,0.01099,1,0.14744,0.083
Geli Tripping,Gustav,0.01099,1,0.15811,0.083
Geli Tripping,Magda,0.01099,1,0.20412,0.083
Geli Tripping,Mickey Rooney,0.01099,1,0.25,0.083
Greta Erdmann,Mickey Rooney,0.01099,1,0.20412,0.083
Gustav,Mickey Rooney,0.01099,1,0.31623,0.083
Laszlo Jamf,Mickey Rooney,0.01099,1,0.15076,0.083
Magda,Mickey Rooney,0.01099,1,0.40825,0.083
Margherita Erdmann,Mickey Rooney,0.01099,1,0.22361,0.083
Catherine (Slothrop girl),Clive Mossmoon,0.01087,1,0.35355,0.0825
Catherine (Slothrop girl),Darlene,0.01087,1,0.5,0.0825
Catherine (Slothrop girl),Dennis Joint,0.01087,1,1.0,0.0825
Catherine (Slothrop girl),Edwin Treacle,0.01087,1,0.44721,0.0825
Catherine (Slothrop girl),Ernest Pudding,0.01087,1,0.31623,0.0825
Catherine (Slothrop girl),Floyd Perdoo,0.01087,1,1.0,0.0825
Catherine (Slothrop girl),Géza Rózsavölgyi,0.01087,1,0.44721,0.0825
Catherine (Slothrop girl),Jessica Swanlake,0.01087,1,0.30151,0.0825
Catherine (Slothrop girl),Katje Borgesius,0.01087,1,0.22942,0.0825
Catherine (Slothrop girl),Mitchell Prettyplace,0.01087,1,0.70711,0.0825
Catherine (Slothrop girl),Myron Grunton,0.01087,1,0.44721,0.0825
Catherine (Slothrop girl),Ned Pointsman,0.01087,1,0.22361,0.0825
Catherine (Slothrop girl),Penelope,0.01087,1,0.70711,0.0825
Catherine (Slothrop girl),Pirate Prentice,0.01087,1,0.2357,0.0825
Catherine (Slothrop girl),Quoad,0.01087,1,0.70711,0.0825
Catherine (Slothrop girl),Roger Mexico,0.01087,1,0.2357,0.0825
Catherine (Slothrop girl),Tyrone Slothrop,0.01087,1,0.14744,0.0825
Catherine (Slothrop girl),Webley Silvernail,0.01087,1,0.40825,0.0825
Catherine (Slothrop girl),Weissmann / Blicero,0.01087,1,0.2132,0.0825
Clive Mossmoon,Darlene,0.01087,1,0.17678,0.0825
